sense_uid	seq	trad	simp	pinyin	target_entry_id	resolved	ex_trad	ex_simp	ex_realized	ex_spans	ex_shows	ex_shows_simp
越|越|yue4~3	0	超越	超越	chao1 yue4	超越|超越|chao1 yue4	1	他的成績已經超越了同學。	他的成绩已经超越了同学。	超越	[[6, 8]]		
越|越|yue4~3	1	越權	越权	yue4 quan2	越權|越权|yue4 quan2	1	沒有經過同意，他就越權處理了。	没有经过同意，他就越权处理了。	越權	[[9, 11]]		
越|越|yue4~3	2	越界	越界	yue4 jie4	越界|越界|yue4 jie4	1	他開車越界，被警察發現了。	他开车越界，被警察发现了。	越界	[[3, 5]]		
足|足|zu2~1	0	足球	足球	zu2 qiu2	足球|足球|zu2 qiu2	1	他每天下午都去踢足球。	他每天下午都去踢足球。	足球	[[8, 10]]		
足|足|zu2~1	1	足跡	足迹	zu2 ji4	足跡|足迹|zu2 ji4	1	他們在雪地上留下了足跡。	他们在雪地上留下了足迹。	足跡	[[9, 11]]		
跟|跟|gen1~4	0	腳跟	脚跟	jiao3 gen1	腳跟|脚跟|jiao3 gen1	1	跑步以後腳跟很痛。	跑步以后脚跟很痛。	腳跟	[[4, 6]]		
跟|跟|gen1~4	1	高跟鞋	高跟鞋	gao1 gen1 xie2	高跟鞋|高跟鞋|gao1 gen1 xie2	1	她今天穿了一雙高跟鞋。	她今天穿了一双高跟鞋。	高跟鞋	[[7, 10]]		
身|身|shen1~2	0	本身	本身	ben3 shen1	本身|本身|ben3 shen1	1	這件事本身並不複雜。	这件事本身并不复杂。	本身	[[3, 5]]		
身|身|shen1~2	1	自身	自身	zi4 shen1	自身|自身|zi4 shen1	1	公司必須先看清自身的問題。	公司必须先看清自身的问题。	自身	[[7, 9]]		
身|身|shen1~2	2	親身	亲身	qin1 shen1	親身|亲身|qin1 shen1	1	這是我親身經歷過的事。	这是我亲身经历过的事。	親身	[[3, 5]]		
身|身|shen1~3	0	車身	车身	che1 shen1	車身|车身|che1 shen1	1	車身兩邊都印著公司的名字。	车身两边都印着公司的名字。	車身	[[0, 2]]		
身|身|shen1~3	1	機身	机身	ji1 shen1	機身|机身|ji1 shen1	1	這架飛機的機身是白色的。	这架飞机的机身是白色的。	機身	[[5, 7]]		
身|身|shen1~4	0	終身	终身	zhong1 shen1	終身|终身|zhong1 shen1	1	他打算終身不結婚。	他打算终身不结婚。	終身	[[3, 5]]		
身|身|shen1~4	1	獻身	献身	xian4 shen1	獻身|献身|xian4 shen1	1	他願意為科學獻身。	他愿意为科学献身。	獻身	[[6, 8]]		
身|身|shen1~6	0	修身	修身	xiu1 shen1	修身|修身|xiu1 shen1	1	做人先要學會修身。	做人先要学会修身。	修身	[[6, 8]]		
身|身|shen1~7	0	身孕	身孕	shen1 yun4	身孕|身孕|shen1 yun4	1	她已經有了六個月的身孕。	她已经有了六个月的身孕。	身孕	[[9, 11]]		
車|车|che1~2	0	風車	风车	feng1 che1	風車|风车|feng1 che1	1	這座風車靠風力發電。	这座风车靠风力发电。	風車	[[2, 4]]		
車|车|che1~2	1	紡車	纺车	fang3 che1	紡車|纺车|fang3 che1	1	博物館裡放著一臺舊紡車。	博物馆里放着一台旧纺车。	紡車	[[9, 11]]		
軍|军|jun1~1	0	軍人	军人	jun1 ren2	軍人|军人|jun1 ren2	1	那位軍人站得很直。	那位军人站得很直。	軍人	[[2, 4]]		
軍|军|jun1~1	1	海軍	海军	hai3 jun1	海軍|海军|hai3 jun1	1	他弟弟加入了海軍。	他弟弟加入了海军。	海軍	[[6, 8]]		
軍|军|jun1~1	2	軍隊	军队	jun1 dui4	軍隊|军队|jun1 dui4	1	軍隊已經開進了那座城市。	军队已经开进了那座城市。	軍隊	[[0, 2]]		
較|较|jiao4~3	0	比較	比较	bi3 jiao4	比較|比较|bi3 jiao4	1	他喜歡比較不同的說法。	他喜欢比较不同的说法。	比較	[[3, 5]]		
較|较|jiao4~3	1	較量	较量	jiao4 liang4	較量|较量|jiao4 liang4	1	兩隊在場上較量了一個下午。	两队在场上较量了一个下午。	較量	[[5, 7]]		
較|较|jiao4~4	0	計較	计较	ji4 jiao4	計較|计较|ji4 jiao4	1	這點小事你別跟他計較。	这点小事你别跟他计较。	計較	[[8, 10]]		
載|载|zai3~1	0	記載	记载	ji4 zai3	記載|记载|ji4 zai3	1	這本書記載了很多古代的事。	这本书记载了很多古代的事。	記載	[[3, 5]]		
載|载|zai3~1	1	刊載	刊载	kan1 zai3	刊載|刊载|kan1 zai3	1	這篇文章刊載在昨天的報紙上。	这篇文章刊载在昨天的报纸上。	刊載	[[4, 6]]		
載|载|zai3~1	2	轉載	转载	zhuan3 zai3	轉載|转载|zhuan3 zai3	1	這則消息被很多網站轉載。	这则消息被很多网站转载。	轉載	[[9, 11]]		
載|载|zai3~2	0	一年半載	一年半载	yi1 nian2 ban4 zai3	一年半載|一年半载|yi1 nian2 ban4 zai3	1	這件事一年半載也做不完。	这件事一年半载也做不完。	一年半載	[[3, 7]]		
載|载|zai3~2	1	千載難逢	千载难逢	qian1 zai3 nan2 feng2	千載難逢|千载难逢|qian1 zai3 nan2 feng2	1	這是個千載難逢的好機會。	这是个千载难逢的好机会。	千載難逢	[[3, 7]]		
載|载|zai4~2	0	載歌載舞	载歌载舞	zai4 ge1 zai4 wu3	載歌載舞|载歌载舞|zai4 ge1 zai4 wu3	1	晚會上大家載歌載舞，十分熱鬧。	晚会上大家载歌载舞，十分热闹。	載歌載舞	[[5, 9]]		
輕|轻|qing1~4	0	輕視	轻视	qing1 shi4	輕視|轻视|qing1 shi4	1	不要輕視任何一個對手。	不要轻视任何一个对手。	輕視	[[2, 4]]		
輕|轻|qing1~4	1	輕敵	轻敌	qing1 di2	輕敵|轻敌|qing1 di2	1	比賽中千萬不能輕敵。	比赛中千万不能轻敌。	輕敵	[[7, 9]]		
輕|轻|qing1~5	0	輕率	轻率	qing1 shuai4	輕率|轻率|qing1 shuai4	1	他辦事一向不輕率。	他办事一向不轻率。	輕率	[[6, 8]]		
輕|轻|qing1~5	1	輕浮	轻浮	qing1 fu2	輕浮|轻浮|qing1 fu2	1	這種說話方式顯得有點輕浮。	这种说话方式显得有点轻浮。	輕浮	[[10, 12]]		
輕|轻|qing1~6	0	輕聲	轻声	qing1 sheng1	輕聲|轻声|qing1 sheng1	1	這個字在詞裡要讀輕聲。	这个字在词里要读轻声。	輕聲	[[8, 10]]		
輪|轮|lun2~1	0	車輪	车轮	che1 lun2	車輪|车轮|che1 lun2	1	車輪在雪地上留下印子。	车轮在雪地上留下印子。	車輪	[[0, 2]]		
輪|轮|lun2~1	1	輪子	轮子	lun2 zi5	輪子|轮子|lun2 zi5	1	小車的輪子壞了一個。	小车的轮子坏了一个。	輪子	[[3, 5]]		
輪|轮|lun2~3	0	輪船	轮船	lun2 chuan2	輪船|轮船|lun2 chuan2	1	輪船正要開出港口。	轮船正要开出港口。	輪船	[[0, 2]]		
輪|轮|lun2~3	1	郵輪	邮轮	you2 lun2	郵輪|邮轮|you2 lun2	1	這艘郵輪能坐三千人。	这艘邮轮能坐三千人。	郵輪	[[2, 4]]		
辦|办|ban4~3	0	法辦	法办	fa3 ban4	法辦|法办|fa3 ban4	1	他犯了法，一定會被法辦。	他犯了法，一定会被法办。	法辦	[[9, 11]]		
辦|办|ban4~3	1	查辦	查办	cha2 ban4	查辦|查办|cha2 ban4	1	上面派人來查辦這件案子。	上面派人来查办这件案子。	查辦	[[5, 7]]		
辦|办|ban4~4	0	招辦	招办	zhao1 ban4	招辦|招办|zhao1 ban4	1	學校的招辦就設在這裡。	学校的招办就设在这里。	招辦	[[3, 5]]		
迪|迪|di2~1	0	啟迪	启迪	qi3 di2	啟迪|启迪|qi3 di2	1	老師的話啟迪了他，讓他找到方向。	老师的话启迪了他，让他找到方向。	啟迪	[[4, 6]]		
迴|回|hui2~2	0	迴轉	回转	hui2 zhuan3	迴轉|回转|hui2 zhuan3	1	山路太窄，車子無法迴轉。	山路太窄，车子无法回转。	迴轉	[[9, 11]]		
迴|回|hui2~2	1	巡迴	巡回	xun2 hui2	巡迴|巡回|xun2 hui2	1	這個樂隊明年要到各地巡迴演出。	这个乐队明年要到各地巡回演出。	巡迴	[[10, 12]]		
迴|回|hui2~2	2	迴響	回响	hui2 xiang3	迴響|回响|hui2 xiang3	1	他的歌聲在山谷中引起迴響。	他的歌声在山谷中引起回响。	迴響	[[10, 12]]		
追|追|zhui1~5	0	追憶	追忆	zhui1 yi4	追憶|追忆|zhui1 yi4	1	老人常常追憶年輕時候的日子。	老人常常追忆年轻时候的日子。	追憶	[[4, 6]]		
追|追|zhui1~5	1	追念	追念	zhui1 nian4	追念|追念|zhui1 nian4	1	大家一起追念這位老師。	大家一起追念这位老师。	追念	[[4, 6]]		
追|追|zhui1~6	0	追加	追加	zhui1 jia1	追加|追加|zhui1 jia1	1	公司又追加了一筆錢。	公司又追加了一笔钱。	追加	[[3, 5]]		
追|追|zhui1~6	1	追認	追认	zhui1 ren4	追認|追认|zhui1 ren4	1	這個決定後來得到了追認。	这个决定后来得到了追认。	追認	[[9, 11]]		
通|通|tong1~3	0	精通	精通	jing1 tong1	精通|精通|jing1 tong1	1	她精通日語，常幫公司做翻譯。	她精通日语，常帮公司做翻译。	精通	[[1, 3]]		
通|通|tong1~3	1	通曉	通晓	tong1 xiao3	通曉|通晓|tong1 xiao3	1	他通曉幾種古代文字。	他通晓几种古代文字。	通曉	[[1, 3]]		
通|通|tong1~4	0	中國通	中国通	Zhong1 guo2 tong1	中國通|中国通|Zhong1 guo2 tong1	1	這位記者是有名的中國通。	这位记者是有名的中国通。	中國通	[[8, 11]]	接國名	接国名
通|通|tong1~4	1	萬事通	万事通	wan4 shi4 tong1	萬事通|万事通|wan4 shi4 tong1	1	他什麼都懂，大家叫他萬事通。	他什么都懂，大家叫他万事通。	萬事通	[[10, 13]]	接事物	接事物
造|造|zao4~3	0	造謠	造谣	zao4 yao2	造謠|造谣|zao4 yao2	1	網上造謠的人應該負責任。	网上造谣的人应该负责任。	造謠	[[2, 4]]		
造|造|zao4~3	1	捏造	捏造	nie1 zao4	捏造|捏造|nie1 zao4	1	他捏造了一個假名字。	他捏造了一个假名字。	捏造	[[1, 3]]		
造|造|zao4~4	0	造訪	造访	zao4 fang3	造訪|造访|zao4 fang3	1	他昨天造訪了老同學的家。	他昨天造访了老同学的家。	造訪	[[3, 5]]		
造|造|zao4~6	0	兩造	两造	liang3 zao4	兩造|两造|liang3 zao4	1	法官聽了兩造的說法。	法官听了两造的说法。	兩造	[[4, 6]]		
進|进|jin4~4	0	二進制	二进制	er4 jin4 zhi4	二進制|二进制|er4 jin4 zhi4	1	電腦用二進制來記錄資料。	电脑用二进制来记录资料。	二進制	[[3, 6]]		
進|进|jin4~4	1	十進制	十进制	shi2 jin4 zhi4	十進制|十进制|shi2 jin4 zhi4	1	一般的數字都用十進制。	一般的数字都用十进制。	十進制	[[7, 10]]		
進行|进行|jin4 xing2~2	0	進行曲	进行曲	jin4 xing2 qu3	進行曲|进行曲|jin4 xing2 qu3	1	樂隊演奏了一首進行曲。	乐队演奏了一首进行曲。	進行曲	[[7, 10]]		
逼|逼|bi1~2	0	逼近	逼近	bi1 jin4	逼近|逼近|bi1 jin4	1	大水正在逼近山下的村子。	大水正在逼近山下的村子。	逼近	[[4, 6]]		
逼|逼|bi1~2	1	逼人	逼人	bi1 ren2	逼人|逼人|bi1 ren2	1	深夜的冷風逼人，他趕快回家。	深夜的冷风逼人，他赶快回家。	逼人	[[5, 7]]		
遊|游|you2~1	0	旅遊	旅游	lu:3 you2	旅遊|旅游|lu:3 you2	1	他們一家人去南方旅遊了。	他们一家人去南方旅游了。	旅遊	[[8, 10]]		
遊|游|you2~1	1	遊客	游客	you2 ke4	遊客|游客|you2 ke4	1	這裡每年都有很多遊客。	这里每年都有很多游客。	遊客	[[8, 10]]		
遊|游|you2~1	2	導遊	导游	dao3 you2	導遊|导游|dao3 you2	1	導遊帶我們走進了博物館。	导游带我们走进了博物馆。	導遊	[[0, 2]]		
運|运|yun4~2	0	運氣	运气	yun4 qi5	運氣|运气|yun4 qi5	1	他這次能贏完全是靠運氣。	他这次能赢完全是靠运气。	運氣	[[9, 11]]		
運|运|yun4~2	1	好運	好运	hao3 yun4	好運|好运|hao3 yun4	1	希望新的一年帶來好運。	希望新的一年带来好运。	好運	[[8, 10]]		
運|运|yun4~2	2	命運	命运	ming4 yun4	命運|命运|ming4 yun4	1	這個決定改變了他的命運。	这个决定改变了他的命运。	命運	[[9, 11]]		
運|运|yun4~3	0	運用	运用	yun4 yong4	運用|运用|yun4 yong4	1	他很會運用學過的知識。	他很会运用学过的知识。	運用	[[3, 5]]		
運|运|yun4~3	1	運算	运算	yun4 suan4	運算|运算|yun4 suan4	1	這道題的運算並不複雜。	这道题的运算并不复杂。	運算	[[4, 6]]		
道|道|dao4~2	0	道德	道德	dao4 de2	道德|道德|dao4 de2	1	做生意的人也要有道德。	做生意的人也要有道德。	道德	[[8, 10]]		
道|道|dao4~2	1	正道	正道	zheng4 dao4	正道|正道|zheng4 dao4	1	他終於走上了正道。	他终于走上了正道。	正道	[[6, 8]]		
道|道|dao4~4	0	茶道	茶道	cha2 dao4	茶道|茶道|cha2 dao4	1	他對茶道很有興趣。	他对茶道很有兴趣。	茶道	[[2, 4]]		
道|道|dao4~4	1	柔道	柔道	rou2 dao4	柔道|柔道|rou2 dao4	1	弟弟在學校裡學柔道。	弟弟在学校里学柔道。	柔道	[[7, 9]]		
道|道|dao4~7	0	道歉	道歉	dao4 qian4	道歉|道歉|dao4 qian4	1	他為自己的錯誤道歉。	他为自己的错误道歉。	道歉	[[7, 9]]		
道|道|dao4~7	1	道謝	道谢	dao4 xie4	道謝|道谢|dao4 xie4	1	我收下禮物，向他道謝。	我收下礼物，向他道谢。	道謝	[[8, 10]]		
道|道|dao4~7	2	道別	道别	dao4 bie2	道別|道别|dao4 bie2	1	他跟朋友道別後就走了。	他跟朋友道别后就走了。	道別	[[4, 6]]		
達|达|da2~2	0	表達	表达	biao3 da2	表達|表达|biao3 da2	1	他不太會表達自己的感情。	他不太会表达自己的感情。	表達	[[4, 6]]		
達|达|da2~2	1	傳達	传达	chuan2 da2	傳達|传达|chuan2 da2	1	請把這個消息傳達給大家。	请把这个消息传达给大家。	傳達	[[6, 8]]		
達|达|da2~3	0	達官貴人	达官贵人	da2 guan1 gui4 ren2	達官貴人|达官贵人|da2 guan1 gui4 ren2	1	那時候這裡住的都是達官貴人。	那时候这里住的都是达官贵人。	達官貴人	[[9, 13]]		
還|还|huan2~2	0	還手	还手	huan2 shou3	還手|还手|huan2 shou3	1	他被人打了，也不敢還手。	他被人打了，也不敢还手。	還手	[[9, 11]]		
還|还|huan2~2	1	還價	还价	huan2 jia4	還價|还价|huan2 jia4	1	價錢太高，你可以跟他還價。	价钱太高，你可以跟他还价。	還價	[[10, 12]]		
還|还|huan2~2	2	還嘴	还嘴	huan2 zui3	還嘴|还嘴|huan2 zui3	1	媽媽說他幾句，他馬上還嘴。	妈妈说他几句，他马上还嘴。	還嘴	[[10, 12]]		
還|还|huan2~3	0	還原	还原	huan2 yuan2	還原|还原|huan2 yuan2	1	手機還原以後，資料全都不見了。	手机还原以后，资料全都不见了。	還原	[[2, 4]]		
還|还|huan2~3	1	生還	生还	sheng1 huan2	生還|生还|sheng1 huan2	1	飛機出事後，只有三個人生還。	飞机出事后，只有三个人生还。	生還	[[11, 13]]		
邊|边|bian1~2	0	邊界	边界	bian1 jie4	邊界|边界|bian1 jie4	1	兩國的邊界上有一條河。	两国的边界上有一条河。	邊界	[[3, 5]]		
邊|边|bian1~2	1	邊境	边境	bian1 jing4	邊境|边境|bian1 jing4	1	他們住在靠近邊境的小城。	他们住在靠近边境的小城。	邊境	[[6, 8]]		
邊|边|bian1~2	2	邊疆	边疆	bian1 jiang1	邊疆|边疆|bian1 jiang1	1	很多年輕人到邊疆工作。	很多年轻人到边疆工作。	邊疆	[[6, 8]]		
邊|边|bian5~1	0	上邊	上边	shang4 bian5	上邊|上边|shang4 bian5	1	他的名字寫在上邊。	他的名字写在上边。	上邊	[[6, 8]]		
邊|边|bian5~1	1	裡邊	里边	li3 bian5	裡邊|里边|li3 bian5	1	房間裡邊有點冷，快關門吧。	房间里边有点冷，快关门吧。	裡邊	[[2, 4]]		
邊|边|bian5~1	2	外邊	外边	wai4 bian5	外邊|外边|wai4 bian5	1	外邊下雨了，別出去。	外边下雨了，别出去。	外邊	[[0, 2]]		
郎|郎|lang2~1	0	新郎	新郎	xin1 lang2	新郎|新郎|xin1 lang2	1	新郎緊張得說不出話來。	新郎紧张得说不出话来。	新郎	[[0, 2]]	指身份	指身份
郎|郎|lang2~1	1	女郎	女郎	nu:3 lang2	女郎|女郎|nu:3 lang2	1	那位女郎穿著紅色的衣服。	那位女郎穿着红色的衣服。	女郎	[[2, 4]]	指某類女子	指某类女子
部|部|bu4~1	0	部分	部分	bu4 fen5	部分|部分|bu4 fen5	1	這本書我只看了一部分。	这本书我只看了一部分。	部分	[[8, 10]]		
部|部|bu4~1	1	全部	全部	quan2 bu4	全部|全部|quan2 bu4	1	他把錢全部交給了家人。	他把钱全部交给了家人。	全部	[[3, 5]]		
部|部|bu4~1	2	內部	内部	nei4 bu4	內部|内部|nei4 bu4	1	汽車的內部空間很大。	汽车的内部空间很大。	內部	[[3, 5]]		
部|部|bu4~2	0	部門	部门	bu4 men2	部門|部门|bu4 men2	1	這件事要由別的部門處理。	这件事要由别的部门处理。	部門	[[7, 9]]		
部|部|bu4~2	1	教育部	教育部	Jiao4 yu4 bu4	教育部|教育部|Jiao4 yu4 bu4	1	教育部今天發出新的規定。	教育部今天发出新的规定。	教育部	[[0, 3]]		
部|部|bu4~2	2	總部	总部	zong3 bu4	總部|总部|zong3 bu4	1	公司的總部設在南方的城市。	公司的总部设在南方的城市。	總部	[[3, 5]]		
部|部|bu4~4	0	部隊	部队	bu4 dui4	部隊|部队|bu4 dui4	1	部隊天亮以前就出發了。	部队天亮以前就出发了。	部隊	[[0, 2]]		
部|部|bu4~4	1	部下	部下	bu4 xia4	部下|部下|bu4 xia4	1	他對自己的部下十分信任。	他对自己的部下十分信任。	部下	[[5, 7]]		
都|都|du1~1	0	首都	首都	shou3 du1	首都|首都|shou3 du1	1	他在首都工作了三年。	他在首都工作了三年。	首都	[[2, 4]]		
都|都|du1~1	1	古都	古都	gu3 du1	古都|古都|gu3 du1	1	這座古都有很長的歷史。	这座古都有很长的历史。	古都	[[2, 4]]		
都|都|du1~1	2	建都	建都	jian4 du1	建都|建都|jian4 du1	1	歷史上有六個朝代在這裡建都。	历史上有六个朝代在这里建都。	建都	[[11, 13]]		
都|都|du1~2	0	都市	都市	du1 shi4	都市|都市|du1 shi4	1	她習慣了都市的生活。	她习惯了都市的生活。	都市	[[4, 6]]		
都|都|du1~2	1	都會	都会	du1 hui4	都會|都会|du1 hui4	1	這些年那裡發展成了國際都會。	这些年那里发展成了国际都会。	都會	[[11, 13]]		
配|配|pei4~4	0	分配	分配	fen1 pei4	分配|分配|fen1 pei4	1	老師把工作分配給每個學生。	老师把工作分配给每个学生。	分配	[[5, 7]]		
配|配|pei4~4	1	配備	配备	pei4 bei4	配備|配备|pei4 bei4	1	這所學校配備了新電腦。	这所学校配备了新电脑。	配備	[[4, 6]]		
配|配|pei4~5	0	交配	交配	jiao1 pei4	交配|交配|jiao1 pei4	1	動物多在春天交配。	动物多在春天交配。	交配	[[6, 8]]		
配|配|pei4~5	1	配種	配种	pei4 zhong3	配種|配种|pei4 zhong3	1	這頭牛是專門用來配種的。	这头牛是专门用来配种的。	配種	[[8, 10]]		
里|里|li3~2	0	鄰里	邻里	lin2 li3	鄰里|邻里|lin2 li3	1	我們和鄰里的關係一直很好。	我们和邻里的关系一直很好。	鄰里	[[3, 5]]		
里|里|li3~2	1	鄉里	乡里	xiang1 li3	鄉里|乡里|xiang1 li3	1	他離開鄉里已經二十多年了。	他离开乡里已经二十多年了。	鄉里	[[3, 5]]		
里|里|li3~2	2	故里	故里	gu4 li3	故里|故里|gu4 li3	1	老人最後回到了自己的故里。	老人最后回到了自己的故里。	故里	[[10, 12]]		
重|重|chong2~1	0	重新	重新	chong2 xin1	重新|重新|chong2 xin1	1	這個計劃要重新安排。	这个计划要重新安排。	重新	[[5, 7]]		
重|重|chong2~1	1	重來	重来	chong2 lai2	重來|重来|chong2 lai2	1	輸了也沒關係，我們重來一次。	输了也没关系，我们重来一次。	重來	[[9, 11]]		
重|重|chong2~1	2	重逢	重逢	chong2 feng2	重逢|重逢|chong2 feng2	1	他們分開多年後終於重逢。	他们分开多年后终于重逢。	重逢	[[9, 11]]		
重|重|zhong4~3	0	重視	重视	zhong4 shi4	重視|重视|zhong4 shi4	1	學校越來越重視學生的心理健康。	学校越来越重视学生的心理健康。	重視	[[5, 7]]		
重|重|zhong4~3	1	尊重	尊重	zun1 zhong4	尊重|尊重|zun1 zhong4	1	我們應該尊重別人的選擇。	我们应该尊重别人的选择。	尊重	[[4, 6]]		
重|重|zhong4~3	2	注重	注重	zhu4 zhong4	注重|注重|zhu4 zhong4	1	他做事十分注重方法。	他做事十分注重方法。	注重	[[5, 7]]		
野|野|ye3~1	0	田野	田野	tian2 ye3	田野|田野|tian2 ye3	1	春天的田野一片綠色。	春天的田野一片绿色。	田野	[[3, 5]]		
野|野|ye3~1	1	野外	野外	ye3 wai4	野外|野外|ye3 wai4	1	他們在野外住了一晚。	他们在野外住了一晚。	野外	[[3, 5]]		
野|野|ye3~1	2	原野	原野	yuan2 ye3	原野|原野|yuan2 ye3	1	原野上有幾隻馬在跑。	原野上有几只马在跑。	原野	[[0, 2]]		
野|野|ye3~2	0	野生	野生	ye3 sheng1	野生|野生|ye3 sheng1	1	這種鳥是野生的，很少見。	这种鸟是野生的，很少见。	野生	[[4, 6]]		
野|野|ye3~2	1	野花	野花	ye3 hua1	野花|野花|ye3 hua1	1	山上開滿了黃色的野花。	山上开满了黄色的野花。	野花	[[8, 10]]		
野|野|ye3~2	2	野草	野草	ye3 cao3	野草|野草|ye3 cao3	1	院子裡長了不少野草。	院子里长了不少野草。	野草	[[7, 9]]		
野|野|ye3~4	0	視野	视野	shi4 ye3	視野|视野|shi4 ye3	1	這裡的視野特別好。	这里的视野特别好。	視野	[[3, 5]]		
野|野|ye3~4	1	分野	分野	fen1 ye3	分野|分野|fen1 ye3	1	兩種說法的分野很清楚。	两种说法的分野很清楚。	分野	[[5, 7]]		
量|量|liang4~2	0	量力而行	量力而行	liang4 li4 er2 xing2	量力而行|量力而行|liang4 li4 er2 xing2	1	做事要量力而行，不要勉強。	做事要量力而行，不要勉强。	量力而行	[[3, 7]]		
銀|银|yin2~2	0	銀行	银行	yin2 hang2	銀行|银行|yin2 hang2	1	我去銀行取了一些錢。	我去银行取了一些钱。	銀行	[[2, 4]]		
銀|银|yin2~2	1	收銀員	收银员	shou1 yin2 yuan2	收銀員|收银员|shou1 yin2 yuan2	1	那位收銀員的動作很快。	那位收银员的动作很快。	收銀員	[[2, 5]]		
銀|银|yin2~3	0	銀色	银色	yin2 se4	銀色|银色|yin2 se4	1	他買了一支銀色的手機。	他买了一支银色的手机。	銀色	[[5, 7]]		
銀|银|yin2~3	1	銀白	银白	yin2 bai2	銀白|银白|yin2 bai2	1	山頂上一片銀白。	山顶上一片银白。	銀白	[[5, 7]]		
錄|录|lu4~2	0	錄取	录取	lu4 qu3	錄取|录取|lu4 qu3	1	他今年被那所大學錄取了。	他今年被那所大学录取了。	錄取	[[8, 10]]		
錄|录|lu4~2	1	錄用	录用	lu4 yong4	錄用|录用|lu4 yong4	1	公司決定錄用這位年輕人。	公司决定录用这位年轻人。	錄用	[[4, 6]]		
錄|录|lu4~3	0	回憶錄	回忆录	hui2 yi4 lu4	回憶錄|回忆录|hui2 yi4 lu4	1	他退休後寫了一本回憶錄。	他退休后写了一本回忆录。	回憶錄	[[8, 11]]		
錄|录|lu4~3	1	語錄	语录	yu3 lu4	語錄|语录|yu3 lu4	1	這本書收了很多名人語錄。	这本书收了很多名人语录。	語錄	[[9, 11]]		
錯|错|cuo4~2	0	不錯	不错	bu4 cuo4	不錯|不错|bu4 cuo4	1	這家店的菜很不錯。	这家店的菜很不错。	不錯	[[6, 8]]		
錯|错|cuo4~3	0	錯過	错过	cuo4 guo4	錯過|错过|cuo4 guo4	1	我錯過了最後一班車。	我错过了最后一班车。	錯過	[[1, 3]]		
錯|错|cuo4~3	1	錯失	错失	cuo4 shi1	錯失|错失|cuo4 shi1	1	這樣的機會不要錯失。	这样的机会不要错失。	錯失	[[7, 9]]		
錯|错|cuo4~4	0	錯開	错开	cuo4 kai1	錯開|错开|cuo4 kai1	1	我們把上班時間錯開一點。	我们把上班时间错开一点。	錯開	[[7, 9]]		
錯|错|cuo4~4	1	錯位	错位	cuo4 wei4	錯位|错位|cuo4 wei4	1	這兩張照片有點錯位。	这两张照片有点错位。	錯位	[[7, 9]]		
錯|错|cuo4~5	0	交錯	交错	jiao1 cuo4	交錯|交错|jiao1 cuo4	1	田裡的小路交錯在一起。	田里的小路交错在一起。	交錯	[[5, 7]]		
錯|错|cuo4~5	1	錯綜複雜	错综复杂	cuo4 zong1 fu4 za2	錯綜複雜|错综复杂|cuo4 zong1 fu4 za2	1	他們兩家的關係錯綜複雜。	他们两家的关系错综复杂。	錯綜複雜	[[7, 11]]		
鍾|钟|zhong1~1	0	鍾情	钟情	zhong1 qing2	鍾情|钟情|zhong1 qing2	1	他從小就鍾情於音樂。	他从小就钟情于音乐。	鍾情	[[4, 6]]		
鍾|钟|zhong1~1	1	鍾愛	钟爱	zhong1 ai4	鍾愛|钟爱|zhong1 ai4	1	這首歌是他一生最鍾愛的作品。	这首歌是他一生最钟爱的作品。	鍾愛	[[8, 10]]		
鍾|钟|zhong1~1	2	情有獨鍾	情有独钟	qing2 you3 du2 zhong1	情有獨鍾|情有独钟|qing2 you3 du2 zhong1	1	他對老電影情有獨鍾。	他对老电影情有独钟。	情有獨鍾	[[5, 9]]		
鎮|镇|zhen4~3	0	鎮定	镇定	zhen4 ding4	鎮定|镇定|zhen4 ding4	1	遇到危險時，他非常鎮定。	遇到危险时，他非常镇定。	鎮定	[[9, 11]]		
鎮|镇|zhen4~3	1	鎮靜	镇静	zhen4 jing4	鎮靜|镇静|zhen4 jing4	1	醫生讓病人先鎮靜下來。	医生让病人先镇静下来。	鎮靜	[[6, 8]]		
鎮|镇|zhen4~4	0	冰鎮	冰镇	bing1 zhen4	冰鎮|冰镇|bing1 zhen4	1	天氣這麼熱，來一杯冰鎮啤酒吧。	天气这么热，来一杯冰镇啤酒吧。	冰鎮	[[9, 11]]		
鎮|镇|zhen4~5	0	鎮守	镇守	zhen4 shou3	鎮守|镇守|zhen4 shou3	1	他帶兵鎮守這座城多年。	他带兵镇守这座城多年。	鎮守	[[3, 5]]		
鎮|镇|zhen4~5	1	坐鎮	坐镇	zuo4 zhen4	坐鎮|坐镇|zuo4 zhen4	1	這場比賽由老教練親自坐鎮。	这场比赛由老教练亲自坐镇。	坐鎮	[[10, 12]]		
鏡|镜|jing4~1	0	鏡子	镜子	jing4 zi5	鏡子|镜子|jing4 zi5	1	她照著鏡子整理頭髮。	她照着镜子整理头发。	鏡子	[[3, 5]]		
鏡|镜|jing4~1	1	後視鏡	后视镜	hou4 shi4 jing4	後視鏡|后视镜|hou4 shi4 jing4	1	開車前要先看看後視鏡。	开车前要先看看后视镜。	後視鏡	[[7, 10]]		
鏡|镜|jing4~2	0	眼鏡	眼镜	yan3 jing4	眼鏡|眼镜|yan3 jing4	1	他戴上眼鏡看報紙。	他戴上眼镜看报纸。	眼鏡	[[3, 5]]		
